magnitude,ra_degrees,dec_degrees,parallax_mas,ra_mas_per_year,dec_mas_per_year,ra_hours,epoch_year,name,alt,az,distance,x,y
3.26,56.80929799,-74.23924251,15.23,51.07,115.27,3.7872865326666667,1991.25,HIP17678,-33.43755075676102,168.7499700289246,1.35433e+07 au,6.436083706123697,-6.0373664307900645
2.85,56.87110065,24.10524193,8.87,19.35,-43.11,3.79140671,1991.25,HIP17702,52.79369184778271,114.34097675085064,2.32542e+07 au,0.49443341166007543,0.7457656387119397
3.62,57.29054669,24.05352412,8.57,17.77,-44.7,3.8193697793333334,1991.25,HIP17847,52.49313696500408,113.94062878723913,2.40682e+07 au,0.49915027258802475,0.7419448889515214
2.84,58.53299363,31.88365776,3.32,4.41,-9.15,3.9021995753333334,1991.25,HIP18246,56.962135569432846,102.61127663966717,6.2128e+07 au,0.42548500135960826,0.6508408369033508
2.9,59.46342138,40.01027315,6.06,12.61,-24.06,3.964228092,1991.25,HIP18532,60.67010642111244,88.5200626068649,3.40371e+07 au,0.35366309504411153,0.5694873686283523
2.97,59.50720862,-13.50824471,14.75,60.51,-111.34,3.9671472413333335,1991.25,HIP18543,20.065568097035968,138.5824109219847,1.39841e+07 au,1.223908135240935,1.2039479292901774
3.98,59.74124892,35.79102701,1.84,1.92,2.3,3.9827499279999996,1991.25,HIP18614,58.39934200821269,95.55517350826588,1.121e+08 au,0.39563780784991676,0.6046347596731834
3.41,60.17008591,12.49037571,8.81,-8.15,-11.98,4.011339060666667,1991.25,HIP18724,41.862433886079224,121.80138161231972,2.34126e+07 au,0.6814896341024107,0.8334055040286021
3.91,60.78907003,5.98930909,25.24,5.52,-1.63,4.052604668666667,1991.25,HIP18907,36.203151169674726,126.00138119867346,8.17214e+06 au,0.7944112427634786,0.8992272814518897
3.96,62.16530527,47.71259359,5.89,20.19,-33.26,4.144353684666666,1991.25,HIP19343,61.49492151289205,72.1356718970421,3.50195e+07 au,0.30097749739854424,0.489047192680588
3.85,63.5003388,-42.29387294,27.85,41.89,-203.65,4.23335592,1991.25,HIP19747,-7.047931751573736,149.02715386572746,7.40628e+06 au,2.8830423155682277,1.410105813027171
3.33,63.60596306,-62.47397888,19.98,41.64,49.72,4.240397537333333,1991.25,HIP19780,-24.59174855147573,159.4403970543122,1.03236e+07 au,6.080239586263779,-0.31591312108919206
3.55,64.47341068,-33.79833145,18.27,62.31,-6.75,4.298227378666667,1991.25,HIP20042,0.0371198442429312,144.26129685839055,1.12898e+07 au,2.2040700949045777,1.3031340425733897
3.65,64.94805793,15.62770031,21.17,115.29,-23.86,4.3298705286666666,1991.25,HIP20205,41.416076469046835,114.33274879853037,9.74326e+06 au,0.6820588296424981,0.731927319326049
3.77,65.73344722,17.5425843,21.29,107.75,-28.84,4.382229814666667,1991.25,HIP20455,42.35989914369923,111.87652970014484,9.68834e+06 au,0.6608762637919483,0.7036906380275495
3.97,66.00902233,-34.01698632,11.95,73.77,57.57,4.400601488666666,1991.25,HIP20535,-0.7773784893672893,143.25686042543364,1.72607e+07 au,2.2283603637916074,1.2219787653322538
3.84,67.14346805,15.96221721,20.66,104.76,-15.01,4.476231203333333,1991.25,HIP20885,40.28172910885475,111.9352704108321,9.98378e+06 au,0.6957133408631447,0.6974765453282348
3.53,67.15388879,19.18052092,21.04,107.23,-36.77,4.4769259193333335,1991.25,HIP20889,42.64968188443112,109.02565604211662,9.80346e+06 au,0.6489968020910472,0.6705646885614527
3.4,67.16531219,15.8709468,21.89,108.66,-26.39,4.4776874793333326,1991.25,HIP20894,40.199327559517386,111.99392125176837,9.42279e+06 au,0.6972615714050124,0.697931089418697
3.3,68.49882684,-55.04500559,18.56,58.06,12.73,4.566588456000001,1991.25,HIP21281,-19.680422103050347,152.83293600097514,1.11134e+07 au,4.364882141113296,0.5056694447274256
3.81,68.88779874,-30.56231049,15.62,-48.92,-12.75,4.592519916,1991.25,HIP21393,0.9621311393823945,139.4071825407675,1.32052e+07 au,2.0370378895394827,1.0579619984024433
0.87,68.98000195,16.50976164,50.09,62.78,-189.36,4.598666796666667,1991.25,Aldebaran,39.50903300014449,109.7504894035726,4.11788e+06 au,0.7017917026452392,0.6666081899571401
3.93,69.07975243,-3.352448,5.56,1.73,-4.54,4.605316828666667,1991.25,HIP21444,23.81981040361189,124.16951921982026,3.7098e+07 au,1.0717653812960806,0.8294425413167623
3.86,69.54529558,-14.303587,29.84,-77.86,-178.06,4.636353038666667,1991.25,HIP21594,14.448119904534627,130.20071497865513,6.91236e+06 au,1.370289734625948,0.9126099402681636
3.19,72.45890935,6.96124744,124.6,463.44,11.62,4.830593956666666,1991.25,HIP22449,30.045513810653997,114.18594599982987,1.65542e+06 au,0.885575395970268,0.6800238942725444
3.68,72.80152507,5.60510146,2.59,-3.62,1.03,4.853435004666666,1991.25,HIP22549,28.77938222258798,114.86481785596047,7.96389e+07 au,0.9131408391726888,0.6829375333688434
3.71,73.5628985,2.44067149,2.43,1.43,0.23,4.904193233333333,1991.25,HIP22797,25.826979182434485,116.40642255897951,8.48826e+07 au,0.9800847684250252,0.6888263907283431
2.69,74.24840098,33.16613537,6.37,3.63,-18.54,4.949893398666666,1991.25,HIP23015,46.993666071745665,88.18271625014759,3.23807e+07 au,0.5120570415084046,0.4930521742181252
3.03,75.49222507,43.82331397,1.6,0.18,-2.31,5.032815004666667,1991.25,HIP23416,51.4521118960005,73.24244453419395,1.28916e+08 au,0.3986804562047014,0.424665955403664
3.69,75.61950025,41.07588953,4.14,8.88,-21.43,5.041300016666667,1991.25,HIP23453,50.16652984039161,77.08948238791409,4.98224e+07 au,0.42841963947048967,0.43791640240773877
3.19,76.36521705,-22.37085673,14.39,19.27,-72.35,5.09101447,1991.25,HIP23685,4.145715600724786,129.31421617993306,1.43339e+07 au,1.6837086830801573,0.7300331367950447
3.18,76.62862102,41.23464074,14.87,30.6,-68.41,5.108574734666666,1991.25,HIP23767,49.56524025012884,76.32749952038962,1.38712e+07 au,0.4305619191086729,0.4288698233516301
2.78,76.96264146,-5.08626282,36.71,-83.39,-75.44,5.130842764,1991.25,HIP23875,17.790539691552453,118.45919974435371,5.61876e+06 au,1.1646044316866286,0.6553464872409676
3.29,78.2328046,-16.20542901,17.69,45.66,-16.13,5.215520306666666,1991.25,HIP24305,8.12815783097741,124.2573189557422,1.166e+07 au,1.4735166265219661,0.6587434248792606
0.18,78.63446353,-8.20163919,4.22,1.87,-0.56,5.242297568666667,1991.25,Rigel,14.30624771983675,119.05029983459167,4.88779e+07 au,1.2479780853169113,0.6262950015276905
0.08,79.17206517,45.99902927,77.29,75.52,-427.13,5.278137677999999,1991.25,Capella,49.942326779971175,68.44441775943058,2.66871e+06 au,0.38842453705410873,0.3869710638397385
3.59,79.40166225,-6.84438616,5.88,-15.31,-9.57,5.29344415,1991.25,HIP24674,14.917760406981227,117.5718776206289,3.5079e+07 au,1.2163062852606672,0.6030059543938061
3.35,81.11923774,-2.39713844,3.62,-0.54,-3.21,5.407949182666667,1991.25,HIP25281,17.333701017649403,113.29515791719132,5.69792e+07 au,1.1174147655479945,0.5504838072214702
1.64,81.28278416,6.34973451,13.42,-8.75,-13.28,5.418852277333333,1991.25,Bellatrix,23.911815847140474,107.12654130841563,1.537e+07 au,0.9409635710872867,0.5208704487246777
1.65,81.57290804,28.60787346,24.89,23.28,-174.22,5.438193869333333,1991.25,Elnath,39.23185775456339,88.02368958632172,8.28706e+06 au,0.5984752392239395,0.43638686507053365
2.81,82.06135971,-20.75923214,20.49,-5.03,-85.92,5.470757314,1991.25,HIP25606,2.3066799995740945,124.08331544972577,1.00666e+07 au,1.6228726623618197,0.5395519832277417
3.86,82.8030645,-35.47043592,11.77,28.36,-34.11,5.5202043000000005,1991.25,HIP25859,-9.721135075886725,132.61337085204957,1.75246e+07 au,2.2388454649360745,0.4032566616855674
2.25,83.00166562,-0.2990934,3.56,1.67,0.56,5.533444374666667,1991.25,Mintaka,17.749628634151772,110.37140064504842,5.79396e+07 au,1.0766920624316842,0.505014833937562
2.58,83.18255798,-17.82229227,2.54,3.27,1.54,5.545503865333333,1991.25,HIP25985,3.982091120598616,121.44398854674343,8.12066e+07 au,1.5248681073849955,0.5105236234912819
3.76,83.40631813,-62.48985585,3.14,1.06,12.56,5.560421208666667,1991.25,HIP26069,-30.288016152648378,151.41900460645988,6.56894e+07 au,4.149433482023553,-1.361634660757305
3.39,83.78449043,9.93416294,3.09,-1.03,-1.86,5.5856326953333335,1991.25,HIP26207,24.909903041660524,102.46869836303827,6.67524e+07 au,0.8840886969230668,0.46615672587864304
2.75,83.85825475,-5.90989984,2.46,2.27,-0.62,5.590550316666667,1991.25,HIP26241,12.88485664091568,113.40460880504354,8.38475e+07 au,1.2024493030579735,0.49466323059414136
1.69,84.05338572,-1.20191725,2.43,1.49,-1.06,5.603559047999999,1991.25,Alnilam,16.38144247797524,110.13883523186132,8.48826e+07 au,1.0976287921924153,0.48444230743030503
2.97,84.41118447,21.14259299,7.82,2.39,-18.04,5.627412297999999,1991.25,HIP26451,32.41121287980738,92.93589247317561,2.63766e+07 au,0.709174504926374,0.42606148752112133
3.77,84.68652211,-2.60006791,2.84,4.61,-0.4,5.645768140666666,1991.25,HIP26549,14.904352260125574,110.57185692358142,7.26285e+07 au,1.1285067985040724,0.4726519572398418
2.65,84.91224975,-34.07404941,12.16,-0.1,-24.05,5.66081665,1991.25,HIP26634,-9.718652668975079,130.35589276262334,1.69626e+07 au,2.1437624662930794,0.33806267731331135
1.74,85.18968672,-1.94257841,3.99,3.99,2.54,5.679312448,1991.25,Alnitak,15.082230866596813,109.73492351654428,5.16954e+07 au,1.1148219329283018,0.4611367645113532
3.59,86.11656241,-22.44748663,111.49,-292.42,-368.45,5.741104160666667,1991.25,HIP27072,-1.353448271205633,122.17057897922635,1.85007e+06 au,1.666144536969425,0.40465219322540896
3.55,86.73895728,-14.82194717,46.47,-14.84,-1.18,5.782597151999999,1991.25,HIP27288,4.1915991498020215,116.89311078553129,4.43867e+06 au,1.4289428202302745,0.41610382896897025
3.85,86.82118054,-51.06671329,51.87,4.65,81.96,5.788078702666667,1991.25,HIP27321,-23.43788983080936,140.94990724642875,3.97657e+06 au,3.1057114784602717,-0.3118299761310878
2.07,86.93911641,-9.66960186,4.52,1.55,-1.2,5.795941094,1991.25,Saiph,8.042176083569176,113.44319301668855,4.56338e+07 au,1.2928973517560949,0.42052259137641906
3.12,87.7398034,-35.76929225,37.94,55.74,404.68,5.849320226666666,1991.25,HIP27628,-12.50419226982901,129.65111570122488,5.43661e+06 au,2.1851992509707365,0.19983916162734625
3.76,87.82980343,-20.87751376,29.05,228.96,-647.96,5.855320228666667,1991.25,HIP27654,-1.1518464973085636,119.94133314732723,7.10034e+06 au,1.6057361071821612,0.3608173946789891
3.97,87.87246934,39.14847936,15.17,8.48,0.39,5.858164622666666,1991.25,HIP27673,41.084354765002445,72.80608514163052,1.35969e+07 au,0.48592056095346875,0.3399476805177791
0.45,88.79287161,7.40703634,7.63,27.33,10.86,5.919524774,1991.25,Betelgeuse,19.68757962873306,100.40817214497763,2.70334e+07 au,0.9362473661238554,0.3837498305128692
3.71,89.10132627,-14.16803805,66.47,-42.23,139.02,5.940088418,1991.25,HIP28103,3.2348693168085227,114.71026411607434,3.10313e+06 au,1.404057764736394,0.35550403721493723
3.96,89.78662719,-42.81510761,6.14,18.53,-11.45,5.985775146,1991.25,HIP28328,-18.81499192198186,133.30700250591883,3.35936e+07 au,2.5021754307065565,-0.05943294138491097
3.72,89.88145972,54.28498197,23.22,86.31,-134.05,5.992097314666666,1991.25,HIP28358,46.57988150220129,53.088643881912425,8.88307e+06 au,0.32632230940296536,0.2885287334451559
1.9,89.88237261,44.94743492,39.72,-56.41,-0.88,5.992158174,1991.25,Menkalinan,42.73084468080498,65.0670469349917,5.19297e+06 au,0.4243164927009075,0.30979642174446054
2.65,89.93015897,37.21276409,18.83,42.09,-73.61,5.995343931333333,1991.25,HIP28380,38.669873289172,73.76171933016894,1.09541e+07 au,0.512068448564151,0.32536496691516137
3.99,93.71390194,-6.27472737,5.06,-6.18,-20.06,6.247593462666667,1991.25,HIP29651,6.2386278580073435,106.08649167418642,4.07638e+07 au,1.1988797514252922,0.2724999613476
3.31,93.71956952,22.50682376,9.34,-62.53,-10.24,6.247971301333333,1991.25,HIP29655,26.94584015082642,85.06817022782859,2.2084e+07 au,0.7036816817554344,0.30154962431899207
3.02,95.07827982,-30.06337656,9.7,8.0,3.81,6.338551988000001,1991.25,HIP30122,-12.362597307506041,121.06108819396877,2.12644e+07 au,1.8479511550004868,0.04597608462661684
3.85,95.52852147,-33.43627251,13.75,-24.19,-52.48,6.368568098,1991.25,HIP30277,-15.083656834747524,123.15157829292637,1.50011e+07 au,1.9645185998906967,-0.026478592196651857
1.98,95.6749475,-17.95591658,6.53,-3.45,-0.47,6.378329833333334,1991.25,Murzim,-3.766871229709775,112.42203643070691,3.15873e+07 au,1.4700242946905644,0.16474041905274955
2.87,95.73996302,22.51385027,14.07,56.84,-108.79,6.382664201333333,1991.25,HIP30343,25.56874573322012,83.6611315525951,1.46599e+07 au,0.703877796551237,0.2758206857754737
-0.62,95.98787763,-52.69571799,10.43,19.99,23.67,6.399191842,1991.25,Canopus,-28.661081539934276,137.93205878372157,1.97761e+07 au,2.8425460617362965,-0.7637285684096903
3.76,97.20447548,-7.03305042,4.72,-7.0,-4.97,6.480298365333334,1991.25,HIP30867,3.359039676425045,104.00412032954048,4.37002e+07 au,1.2015575056773007,0.19523573953189025
3.95,99.17082883,-19.25570928,50.41,62.32,-69.91,6.611388588666667,1991.25,HIP31592,-6.960595628586485,110.84230685550118,4.09174e+06 au,1.4753421945330414,0.06597444867397655
1.93,99.42792641,16.39941482,31.12,-2.04,-66.92,6.628528427333333,1991.25,Alhena,18.83972833443767,85.87200186783238,6.62805e+06 au,0.7873306941054536,0.22194966728949012
3.17,99.44029869,-43.19592394,7.71,-0.43,-3.99,6.629353246,1991.25,HIP31685,-24.10602092019669,128.27196950021096,2.67529e+07 au,2.2758569971185194,-0.4114378591390067
3.06,100.98304088,25.13115531,3.61,-5.93,-12.81,6.732202725333334,1991.25,HIP32246,23.77719879685512,77.9802409715184,5.71371e+07 au,0.6659530287540921,0.2135583561136187
-1.44,101.28854105,-16.71314306,379.21,-546.01,-1223.08,6.752569403333334,1991.25,Sirius,-6.477734494695847,107.62483546193202,5.43933e+05 au,1.3931728709281435,0.039716179118641635
3.35,101.3226398,12.89605513,57.02,-115.16,-190.91,6.754842653333333,1991.25,HIP32362,15.068237062500298,87.11609213464273,3.61741e+06 au,0.8353588175104808,0.1882293954043027
3.24,102.04807134,-61.94197988,32.96,-68.39,242.03,6.803204756,1991.25,HIP32607,-36.76577575228655,144.4848287398669,6.25803e+06 au,2.985380956799877,-1.7029696985019254
3.5,102.46027285,-32.50848752,4.13,-9.18,4.04,6.830684856666666,1991.25,HIP32759,-18.520627400204,118.15635807187792,4.99431e+07 au,1.81683292338401,-0.21057602354093743
2.94,102.48390349,-50.61439973,17.85,34.23,-65.85,6.832260232666667,1991.25,HIP32768,-30.474247459826387,133.15435344689922,1.15555e+07 au,2.502509364327501,-0.8315448114578073
3.6,103.1972503,33.96136985,16.59,-2.66,-47.67,6.879816686666667,1991.25,HIP33018,28.088746874422775,69.14288820596632,1.24331e+07 au,0.5552434606341801,0.19936820793115326
