magnitude,ra_degrees,dec_degrees,parallax_mas,ra_mas_per_year,dec_mas_per_year,ra_hours,epoch_year,name,alt,az,distance,x,y
2.87,95.73996302,22.51385027,14.07,56.84,-108.79,6.382664201333333,1991.25,HIP30343,25.815245917584395,83.9120308694069,1.46599e+07 au,0.703897703209056,0.28043943647659214
-0.62,95.98787763,-52.69571799,10.43,19.99,23.67,6.399191842,1991.25,Canopus,-28.495210313383645,138.0954725172436,1.97761e+07 au,2.857029367934172,-0.7519718735424428
3.76,97.20447548,-7.03305042,4.72,-7.0,-4.97,6.480298365333334,1991.25,HIP30867,3.5994860170361416,104.27161315266767,4.37002e+07 au,1.203202654943079,0.20289909679654441
3.95,99.17082883,-19.25570928,50.41,62.32,-69.91,6.611388588666667,1991.25,HIP31592,-6.7290598413288905,111.09546604009304,4.09174e+06 au,1.478649441669972,0.07494108063334078
1.93,99.42792641,16.39941482,31.12,-2.04,-66.92,6.628528427333333,1991.25,Alhena,19.08708136372959,86.1298703752911,6.62805e+06 au,0.7878453444736931,0.22701804111493223
3.17,99.44029869,-43.19592394,7.71,-0.43,-3.99,6.629353246,1991.25,HIP31685,-23.91161710338682,128.46722428657722,2.67529e+07 au,2.285324364313661,-0.40014428238825234
3.06,100.98304088,25.13115531,3.61,-5.93,-12.81,6.732202725333334,1991.25,HIP32246,24.019827455316257,78.22139692815071,5.71371e+07 au,0.6663170356101189,0.21783202554582273
-1.44,101.28854105,-16.71314306,379.21,-546.01,-1223.08,6.752569403333334,1991.25,Sirius,-6.2415848690809925,107.88021955281302,5.43933e+05 au,1.396363557639499,0.04809723963831322
3.35,101.3226398,12.89605513,57.02,-115.16,-190.91,6.754842653333333,1991.25,HIP32362,15.31590751029161,87.37666791475816,3.61741e+06 au,0.8361798962717719,0.19354170887119126
3.24,102.04807134,-61.94197988,32.96,-68.39,242.03,6.803204756,1991.25,HIP32607,-36.621932623347476,144.59812912700485,6.25803e+06 au,3.00369299142326,-1.6972250952908006
3.5,102.46027285,-32.50848752,4.13,-9.18,4.04,6.830684856666666,1991.25,HIP32759,-18.302242940379,118.38107733392518,4.99431e+07 au,1.8230502757982765,-0.20070734256868974
2.94,102.48390349,-50.61439973,17.85,34.23,-65.85,6.832260232666667,1991.25,HIP32768,-30.29360277015959,133.31857560525768,1.15555e+07 au,2.515130088268603,-0.8215959550926125
